ds100,name,lat,lon,elevation_m
MLA,Landshut (Bay) Hbf,48.5475468,12.1360812,391
NMXH,Maxhütte-Haidhof,49.1981985,12.1077396,392
FEGN,Volkmarsen-Ehringen,51.3797047,9.1544276,204
BHSH,Berlin-Hohenschönhausen,52.5661794,13.5122261,54
HWKP,Wiehe Kurpark,52.8181292,8.987691,32
NHO,Hof Hauptbahnhof,50.3080628,11.923314,493
BWRZ,Wriezen,52.7157046,14.1403981,5
RSST,Schwörstadt,47.5910264,7.8703642,294
WPRW,Pritzwalk West,53.1446246,12.164341,67
EG,Gelsenkirchen Hauptbahnhof,51.5047677,7.1022983,50
SLWR,Landsweiler-Reden,49.3524449,7.1198483,280
UWOL,Wolfsgefärth,50.8168683,12.0738831,242
SEI,Einöd (Saar),49.2671778,7.3207826,223
HWEH,Beverungen-Wehrden,51.7097489,9.3824017,107
EHDT,Hervest-Dorsten,51.6718234,6.9741456,31
ABE,Beldorf,54.1252734,9.3563554,35
TBP,Bopfingen,48.8551734,10.3517175,482
HVOE,Vöhrum,52.335403,10.1688959,66
AJHH,Jarrenwisch,54.2120969,8.9631117,1
KBRY,Breyell,51.2947108,6.2409843,51
WUMH,Ueckermünde Stadthafen,53.736232,14.0522136,0
APF,Pansdorf,53.980843,10.7033538,24
BHEL,Helenesee,52.2795066,14.4792435,53
BMR,Müllrose,52.2419373,14.434266,44
FBSH,Bad Salzhausen,50.4188273,8.9800816,189
HSYS,Syke Stadt,52.9142219,8.8257926,21
NHAH,Hallstadt Hp,49.9297669,10.8855239,244
WLAM,Lauterbach Mole,54.3420995,13.5031183,0
TNSN,Neckarsulm Nord,49.2019169,9.2286622,160
WG,Güstrow,53.8008459,12.1725806,8
RAB,Allensbach,47.7146228,9.0683278,399
ARE,Reinsbüttel,54.1811226,8.9065312,3
WPI,Priemerburg,53.7959266,12.2228723,13
WRST,Reuterstadt Stavenhagen,53.7068096,12.9141801,47
WSAF,Sandförde,53.5642509,13.9711332,9
WUM,Ueckermünde,53.7340404,14.0539883,0
FNIV,Nievern,50.337411,7.6824141,85
RHM,Helmstadt (Baden),49.3199209,8.9748314,177
WSU,Sukow (bei Schwerin),53.5548181,11.559886,42
DFA,Falkenstein,50.4789557,12.3607034,548
DAUU,Auerbach unterer Bahnhof,50.5117334,12.3914905,503
SQS,Quierschied,49.3248463,7.0592359,276
HIBG,Bad Iburg,52.1498063,8.0380409,115
WSTK,Strohkirchen,53.3984577,11.317829,23
WJAS,Jasnitz,53.3861892,11.3745295,32
WNOS,Nossentin,53.5216253,12.4524517,72
WSWN,Schwenzin,53.536198,12.6118006,70
WWAH,Warenshof,53.5306843,12.6457081,72
WSAH,Schwanheide,53.4279791,10.690123,16
TWD,Wendlingen (Neckar),48.6730258,9.3731804,263
WFRK,Friesack (Mark),52.7608305,12.5874059,31
BJUF,Berlin Jungfernheide,52.5302785,13.2996666,35
WSE,Sternfeld,53.8248776,13.1502426,37
WUTZ,Utzedel,53.8604739,13.116567,30
WWT,Wittenhagen,54.1851881,13.0566763,23
WELM,Elmenhorst,54.2102147,13.0738497,26
DLIM,Limbach (Vogtl),50.5869891,12.2531674,405
DNM,Neumark (Sachs),50.6605081,12.3531604,375
DSPH,Steinpleis,50.7089767,12.394081,308
DRU,Raun,50.2597249,12.2931337,543
DBEL,Bad Elster,50.2967144,12.2563634,471
DSOL,Sohl,50.2752232,12.2827301,512
FBRB,Schauenburg-Breitenbach,51.2791628,9.3148228,373
HAHO,Ahlhorn,52.8992486,8.2094331,49
BNTB,Neutrebbin,52.6762341,14.2374511,4
BLTS,Letschin,52.6328564,14.3473693,6
RKOF,Konstanz-Fürstenberg,47.6774165,9.1630602,401
RSII,Singen Industriegebiet,47.7594551,8.8719407,433
FOMP,Marktplatz,50.1059644,8.7631394,107
TDIH,Distelhausen,49.598272,9.6837629,186
TDM,Dittigheim,49.6081445,9.6747329,189
BERK,Erkner,52.4272087,13.7524646,38
KKAS,Hürth-Kalscheuren,50.8764974,6.9101655,58
BEB,Elsterwerda-Biehla,51.4722431,13.5194616,100
SSZA,Sulzbach (Saar) Altenwald,49.3117837,7.0786926,290
BSAP,Savignyplatz,52.5051746,13.3190659,45
HBB,Bremen-Burg,53.1600336,8.7047902,5
HBRB,Bremen-Blumenthal,53.1836646,8.5814154,7
BOR,Oranienburg,52.7539059,13.2493207,37
BBER,Bernau,52.6755472,13.5916719,68
ELEI,Leimstruth,50.9906642,8.31272,542
ENL,Bad Laasphe-Niederlaasphe,50.9242296,8.4422161,314
FBIZ,Biedenkopf Wissens- und Wirtschaftscampus,50.9151583,8.5176147,278
FBIK,Biedenkopf,50.9087451,8.5305743,274
FSZH,Sterzhausen,50.861581,8.7085785,207
FGOF,Goßfelden,50.8682392,8.7382625,202
BWED,Wedding,52.5427866,13.3669996,37
MWUH,Wullenstetten,48.3138655,10.0707972,489
FMUL,Mühlberg,50.1018292,8.700846,99
HUCH,Uchte,52.5014215,8.9081995,41
NEE,Ebelsbach-Eltmann,49.9827712,10.669098,228
AO,Bad Oldesloe,53.8052678,10.3822381,18
NSTH,Stockheim(Oberfr),50.3066995,11.2820972,344
USAE,Sättelstädt,50.9459225,10.4803206,278
NSDF,Siegelsdorf,49.5063795,10.8759051,306
NPU,Puschendorf,49.520727,10.8284368,336
NFM,Freudenberg-Kirschfurt,49.7440247,9.3183489,137
RHGB,Hagenbach,49.0163162,8.2531379,105
BZEP,Zepernick (b Bernau),52.6596833,13.5338475,63
FWON,Felsberg-Wolfershausen,51.1867061,9.4490296,169
NHIS,Himmelstadt,49.9236884,9.8082437,167
HLBU,Linsburg,52.6014664,9.3251955,40
LLAS,Landsberg-Süd,51.5044075,12.1721501,105
MELG,Egling,48.1908347,10.9763743,550
FLSS,Frankfurt-Louisa,50.0838234,8.6703942,111
ADM,Dagebüll Mole,54.7299138,8.6908852,2
RMSE,Mannheim-Seckenheim,49.4511062,8.5389054,98
TEND,Balingen-Endingen,48.2574548,8.8369399,543
TDOD,Dotternhausen-Dormettingen,48.2282913,8.7811222,659
NBI,Bindlach,49.980439,11.6034126,356
FNI,Frankfurt-Niederrad,50.0807744,8.6372448,101
FSP,Frankfurt am Main Stadion,50.0682137,8.6330468,110
FWB,Wiesbaden-Biebrich,50.0488229,8.2363412,101
SMT,Mettlach,49.4953619,6.5983353,165
WSCN,Schönow (Uckermark),53.1850676,14.1543994,24
WCW,Casekow,53.2134472,14.2081507,20
WPE,Petershagen (Uckermark),53.2401339,14.2528079,18
WTA,Tantow,53.2708164,14.3498679,20
SKTS,Kattenes,50.2547496,7.4392264,81
LBN,Brehna,51.5543236,12.2215665,94
TRSA,Rottweil-Saline,48.1492429,8.6455998,576
FEIS,Eiserner Steg,50.1089882,8.6821028,97
FFMK,Frankfurt-Mainkur,50.1345505,8.767312,102
FBMR,Maintal West,50.1409762,8.8057527,102
FHD,Maintal Ost,50.1422822,8.8362864,101
FHW,Hanau West,50.1318952,8.9089333,104
FHWB,Hanau-Wilhelmsbad,50.1438646,8.8831684,108
FNSD,Niedernhausen (Taunus),50.1600642,8.3126015,276
NSC,Schwabach,49.3263737,11.0353749,338
BLA,Lauta (Niederlausitz),51.4471814,14.0929909,134
EKNT,Neuenrade-Küntrop,51.2934748,7.8153679,295
WPAW,Passow(Meckl),53.508058,12.0538554,60
RKOW,Konstanz-Wollmatingen,47.6825151,9.147181,404
ARI,Rissen,53.5831819,9.7572831,19
EBIN,Binolen,51.3722296,7.8593593,202
FFLU,Frankfurt am Main Flughafen Regionalbahnhof,50.051299,8.5717548,115
FFAW,Frankfurt-Höchst Farbwerke,50.098506,8.5284327,102
FHAS,Hattersheim (Main),50.0680551,8.4895321,103
BHAL,Halensee,52.4960247,13.2905555,42
BIP,Innsbrucker Platz,52.4781074,13.3415409,39
BE,Erkner,52.4294226,13.7510608,39
BOKS,Ostkreuz,52.5031523,13.4695776,37
EDSH,Dortmund-Scharnhorst,51.5383114,7.5364322,70
EDW,Dortmund West,51.5096247,7.4390205,94
EKME,Kamen-Methler,51.5674692,7.6132305,69
EDKD,Dortmund-Kirchderne,51.5470764,7.510225,79
EDD,Dortmund-Derne,51.5673369,7.5286081,73
EDOF,Dortmund-Westerfilde,51.5483104,7.3802419,79
EDOL,Dortmund-Wischlingen,51.5193983,7.4127816,69
EABT,Münster-Albachten,51.914592,7.5282468,67
RFWI,Freiburg-Wiehre,47.9824641,7.8547092,282
FEMT,Bad Emstal-Sand,51.2498153,9.2626896,313
EDHU,Dortmund-Huckarde Nord,51.5336132,7.4148752,78
EDBK,Dortmund-Brackel,51.5206764,7.5496544,95
HBTA,Bethen,52.8665132,8.0539312,44
EDMG,Dortmund-Mengede,51.5703117,7.3744529,65
EDLN,Dortmund-Lütgendortmund Nord,51.5086757,7.3420152,99
FKCH,Kelsterbach,50.0623795,8.5296121,105
FFT,Hauptbahnhof (tief),50.1071727,8.6623337,113
FOLM,Ledermuseum,50.1059534,8.7504746,107
DWA,Waldheim,51.0754303,13.0139556,242
EWSM,Westheim (Westfalen),51.49444,8.9097612,229
TKL,Engstingen,48.3926208,9.29277,689
HSEB,Sedelsberg,53.0441268,7.7366245,6
AOSD,Ostersode,53.3147776,8.9754246,1
TLSH,Linsenhofen,48.579474,9.3717909,354
DFM,Floßmühle,50.7587735,13.181381,367
SKU,Karthaus,49.7104109,6.597182,134
SQI,Trier-Quint,49.8259041,6.7045684,156
SFOE,Föhren,49.8572555,6.7676292,192
SKDL,Kordel,49.8361657,6.6350645,140
SDF,Daufenbach,49.8760183,6.6399505,166
SAUW,Auw an der Kyll,49.9035641,6.6145739,178
SSPE,Speicher,49.9290104,6.6157101,186
SDBO,Densborn,50.123812,6.6002638,308
SMLB,Mürlenbach,50.1499903,6.6016266,320
SBRB,Birresborn,50.1762769,6.6286558,333
SGR,Gerolstein,50.2239216,6.6603576,365
NRAH,Raitersaich,49.374831,10.8435378,397
RSP,Speyer Hauptbahnhof,49.3242793,8.4280779,106
SKK,Kreuz Konz,49.703852,6.5765949,135
SKU W,Konz Mitte,49.7000991,6.5734091,134
SKZ,Konz,49.6959729,6.5742987,138
SSLB,Saarhölzbach,49.5168637,6.6083244,160
SEGO,Trier-Ehrang Ort,49.8093505,6.6882862,130
SWAS,Wasserliesch,49.7084988,6.5371267,140
SIG,Igel,49.7075341,6.5501168,139
SWN,Wellen (Mosel),49.6724399,6.4410331,139
STS,Temmels,49.6884034,6.4622899,137
SNE,Nennig,49.5388196,6.3759049,146
KLIS,Lissendorf,50.3185135,6.6151057,414
KDAM,Dahlem (Eifel),50.3861847,6.5510791,498
KSMI,Schmidtheim,50.4132615,6.5519292,557
SSER,Serrig,49.5771035,6.5699368,156
SSOF,Schoden-Ockfen,49.6364937,6.581135,144
SWIG,Wiltingen (Saar),49.662458,6.5904709,145
SKAZ,Kanzem,49.6694335,6.5737619,172
SMZM,Merzig (Saar) Stadtmitte,49.4434907,6.6353076,172
SDL,Dillingen (Saar),49.3525268,6.7221171,181
SEN,Ensdorf (Saar),49.3028763,6.7760966,186
SSB,Saarbrücken-Burbach,49.2422612,6.956123,204
SSBG,Siersburg,49.361802,6.6653558,190
KNEA,Neanderthal,51.2278503,6.9537084,118
HLED,Leschede,52.3977416,7.3058986,29
TOW,Owen (Teck),48.5869192,9.4477259,388
TBRU,Brucken,48.5740206,9.4530849,416
WGR,Grambow,53.4172209,14.3472931,39
EDWH,Dortmund Signal-Iduna-Park,51.4907602,7.457874,98
HGEE,Geeste,52.5982174,7.3123049,22
EHE P,Hamm-Heessen,51.7092164,7.831692,71
EOEL,Oelde,51.8292399,8.1428962,97
EIAV,Isselhorst-Avenwedde,51.9400428,8.4386201,91
NRW,Roßtal-Wegbrücke,49.3949678,10.885457,372
ENRA,Neuenrade,51.2848436,7.7946265,309
KMO,Moers,51.4511129,6.6415115,29
LSTI,Stiege,51.660635,10.8816239,487
SSCP,Schopp,49.3591019,7.6873711,276
NNS,Neukirchen (b Sulzbach-Rosenberg),49.5243301,11.6200319,451
HHDM,Schortens-Heidmühle,53.5422374,7.9462073,3
RNHF,Neckarbischofsheim Nord,49.3070178,8.9421897,169
STR,Trier Hbf,49.7569658,6.6519999,138
BSOE,Schönfließ (Mark) Dorf,52.4370423,14.472772,56
DZG,Zug,50.8731506,13.3384696,480
FHAU,Hauptwache,50.1140262,8.6783652,109
BNY,Niesky / Niska,51.2987463,14.8318779,174
MASC,Aschau (Chiemgau),47.7790999,12.3254679,605
EMAR,Marsberg,51.4627272,8.8547223,248
SPF,Pfalzel,49.7804058,6.6828991,134
KSM,Solingen Mitte,51.1657099,7.0886373,210
KRG,Remscheid-Güldenwerth,51.1690119,7.1631088,252
HOST,Ostenwalde,52.8376867,7.5899323,37
FOKL,Kaiserlei,50.1052091,8.7382692,100
EGBH,Gebhardshain-Steinebach,50.7397855,7.8260981,341
MSAB,Sankt Alban,47.9640899,11.1053579,539
SSTB,Stambach,49.2391916,7.4567183,233
SHMB,Höhmühlbach,49.2438428,7.5260146,239
SDE,Dellfeld,49.2277783,7.469133,236
LKET,Ketzin,52.4830419,12.8472469,30
FKON,Konstablerwache,50.1146301,8.6868253,108
HBON,Bremen-Oberneuland,53.0868773,8.9390736,6
ANB,Niebüll,54.7892824,8.8346687,3
LUEB,Uebigau,51.5854464,13.2970786,86
EWVR,Welver-Ramesohl,51.6719756,7.9891657,66
EBNH,Bünninghausen,51.6629643,8.0189473,66
ELPG,Lippborg-Heintrop,51.6592415,8.0301233,66
EUTP,Hamm-Uentrop,51.6915703,7.9483622,64
ADBH,Dagebüll Hafen,54.7288455,8.6949697,3
AWLA,Westerland (Sylt),54.9059163,8.3130412,2
ALU,Lunden,54.3304566,9.0308447,1
ALG,Langenhorn (Schleswig),54.6860086,8.9463734,0
AMF,Meldorf,54.0878845,9.0801129,5
AFD,Friedrichstadt,54.3786128,9.0788968,1
AGST,Glückstadt,53.7885472,9.4283611,3
AWIR,Wilster,53.9262518,9.3836481,-4
ABST,Bredstedt,54.6211379,8.9703755,14
TBCB,Böckingen Berufsschulzentrum,49.1403795,9.1814769,177
RWA,Waldkirch,48.0956993,7.9572603,274
USON,Sonneberg (Thür) Nord,50.3655925,11.2073336,402
BWW,Weißwasser (Oberlausitz) / Běła Woda,51.5054285,14.6381818,135
TOLC,Oberelchingen,48.4476129,10.0832096,463
WRU,Ruthenbeck,53.544893,11.7116964,51
WCZ,Crivitz,53.5725448,11.6447986,46
WDS,Domsühl,53.4853218,11.7660476,52
RERO,Erpolzheim,49.4883841,8.2107471,120
NMRH,Mainroth,50.1207883,11.3191344,285
RNST,Neidenstein,49.3202198,8.8902689,159
EHOP,Hoppecke,51.3782482,8.6410761,393
FOBH,Obernhof (Lahn),50.3159802,7.8532572,96
ABUF,Fehmarn-Burg,54.4438629,11.1890725,8
TBW,Bad Wurzach,47.9102546,9.8898028,650
NWDH,Waldershof,49.9832351,12.0578767,555
ADO,Dorum,53.6890998,8.5759406,2
TNEF,Neuffen,48.5583737,9.3741012,390
KTR,Trompet,51.4135019,6.6690107,28
MAI,Aichach,48.4610898,11.1227874,441
RET,Ebertsheim,49.5639747,8.1086786,175
LHM,Hohenthurm,51.5124021,12.0976957,104
ABAD,Bardowick,53.2904036,10.3721618,11
TROM,Rommelshausen,48.8154866,9.3193482,262
EDRN,Dorsten,51.6579147,6.9705057,35
NRBH,Röhrnbach,48.7370424,13.5261535,401
SDEO,Dellfeld Ort,49.2388912,7.47818,235
SRWH,Reckweilerhof,49.6072091,7.6090649,189
TME,Metzingen (Württemberg),48.5396677,9.2901617,354
THL,Herrlingen,48.4177737,9.8977002,500
MAOB,Augsburg-Oberhausen,48.3807299,10.8725408,476
HOFN,Offensen (Kr Northeim),51.5888725,9.6798198,154
MAHA,Augsburg Haunstetterstraße,48.355159,10.9012638,491
ESIL,Silbach,51.2235774,8.4811135,567
EBRS,Brilon Stadt,51.3989183,8.5753814,430
FDIZ,Diez,50.3704304,8.0203897,124
USOO,Sonneberg (Thür) Ost,50.3522429,11.2014065,382
MIN,Ingolstadt Nord,48.7735254,11.4322663,373
SMSA,Münster-Sarmsheim,49.9478996,7.8981933,86
SBRH,Bretzenheim (Nahe),49.8742447,7.8982512,107
EMSN,Messinghausen,51.3932883,8.6800428,366
EVOK,Balve-Volkringhausen,51.35993,7.872158,238
RKO,Konstanz,47.6588689,9.1772175,403
TFD,Fridingen,48.0317657,8.935872,674
BWAF,Waßmannsdorf,52.3682829,13.4634328,40
DR,Riesa,51.3095415,13.2873347,105
ELRN,Lünern,51.5433921,7.7608512,94
KGVW,Gevelsberg West,51.3173144,7.3139407,201
KSWE,Schwelm,51.2905428,7.2896552,211
KSWW,Schwelm West,51.2855979,7.2695949,197
AP,Pinneberg,53.6550342,9.7976864,10
NFHA,Fischhaus,48.6553022,13.4409349,321
NNHM,Neuhausmühle,48.7266364,13.5070835,381
NFY,Freyung,48.8031979,13.5482983,642
EDIN,Dinslaken,51.5675421,6.7381238,40
NKCK,Kalteneck,48.6896211,13.453167,332
NWKN,Waldkirchen (Niederbay),48.737228,13.6061799,516
FLG,Langen (Hess),49.9936169,8.6568034,122
NSP,Selb-Plößberg,50.1891803,12.1198171,630
DCDF,Cainsdorf,50.6866198,12.4964489,273
WR,Rostock Hauptbahnhof,54.0781503,12.1311246,15
MMR,Mering,48.2626207,10.9882357,515
TZU,Züttlingen,49.2924513,9.3296839,180
MNES,Neusäß,48.3945076,10.8340404,482
MWHS,Westheim (Schwab),48.3860562,10.8185391,481
MDID,Diedorf (Schwaben),48.3561874,10.7770146,471
MGHN,Gessertshausen,48.3337744,10.7323358,475
MKUN,Kutzenhausen,48.3347412,10.6973896,489
MDKS,Dinkelscherben,48.3422183,10.5880165,462
HBEI,Bad Eilsen,52.2399266,9.1077046,91
ASD,St. Michaelisdonn,53.9893052,9.1183003,1
EFOE,Fröndenberg,51.471343,7.7617558,126
EWVE,Welver,51.6162709,7.9563967,78
TEME,Esslingen-Mettingen,48.7472159,9.2756947,233
EBTV,Bottrop-Vonderort,51.501785,6.9123586,44
RIM,Immendingen,47.9364338,8.7293273,658
DLTSS,Lichtenstein Ernst-Schneller-Siedlung,50.7646488,12.6258834,318
NBWH,Regensburg-Burgweinting,48.9904341,12.1466915,336
TLGM,Leingarten Mitte,49.145637,9.1127945,175
ECA,Castrop-Rauxel Hbf,51.5735198,7.3040977,60
TWR,Weinsberg,49.1482139,9.2862174,194
MKFB,Kaufbeuren,47.8756167,10.6297629,679
LDLO,Delitzsch ob Bf,51.5197497,12.3465013,97
ABV,Bremervörde,53.4830339,9.1401462,5
RKOP,Konstanz-Petershausen,47.6737893,9.1744445,403
FOHS,Dreikirchen,50.4498483,7.9581492,251
NFTO,Feucht Ost,49.3760672,11.2204435,365
EVD,Voerde (Niederrhein),51.5970193,6.6896781,29
LUS,Uchtspringe,52.5437242,11.592215,87
DCW,Coswig (b Dresden),51.1228234,13.5794596,108
MA,Augsburg Hauptbahnhof,48.3654907,10.8856913,490
TMRN,Mühringen,48.4198853,8.7599371,390
TATN,Alttann,47.841262,9.7930139,662
FFRD,Friedensdorf (Lahn),50.8574762,8.5609562,250
NPMH,Pommelsbrunn,49.5014295,11.5138139,361
NLG,Langdorf,49.0207401,13.1612614,586
BSKR,Südkreuz (Ringbahn),52.4759806,13.3650726,42
WBRH,Brahlstorf,53.364017,10.953624,14
WTIW,Tessin West,54.0342723,12.4426695,29
RBTR,Bretten Rinklingen,49.0366902,8.6736897,176
UJP,Jena Paradies,50.924932,11.5876601,146
BBSS,Bad Saarow-Pieskow,52.2708883,14.0709499,47
BGB,Gesundbrunnen,52.5491748,13.3900758,52
BPHD,Pankow-Heinersdorf,52.5780653,13.4295093,47
RSIS,Singen Landesgartenschau,47.7609211,8.8270792,428
RRZ,Radolfzell,47.7361897,8.9689062,401
RENG,Engen,47.8562581,8.7728392,519
RWEL,Welschingen-Neuhausen,47.833627,8.7693002,487
RMH,Mühlhausen (bei Engen),47.8137011,8.8040008,456
BNIS,Nikolassee,52.432055,13.1931603,37
BFUW,Fürstenwalde (Spree),52.3671912,14.0584217,40
MKIS,Kissing,48.300797,10.9595974,501
MSAF,Mering-Sankt Afra,48.2749021,10.970548,506
HFST,Frellstedt,52.2136936,10.9102282,116
FGEF,Felsberg-Gensungen,51.1308619,9.4353788,159
NBMA,Bodenmais,49.0704363,13.1008232,678
LKF,Kämmereiforst,51.4762581,12.5408104,119
MUTG,Utting,48.0224853,11.0938838,548
EWGT,Würgendorf Ort,50.7569869,8.1268662,402
EASE,Altenseelbach,50.7838957,7.9926345,266
EWGD,Würgendorf,50.7600345,8.1418189,422
ESTU,Struthütten,50.7813496,7.9735854,257
EWAL,Wahlbach (Kr Siegen),50.7583388,8.0538294,337
TWHF,Wackershofen Freilandmuseum,49.1372712,9.6969901,342
DLTSH,Lichtenstein Hartensteiner Straße,50.746153,12.6361085,335
BBSH,Birkengrund,52.3158955,13.2720337,41
UOR,Oberröblingen (Helme),51.4410655,11.2972594,128
NLH,Lichtenthal,49.0088708,13.2466713,577
TRC,Rechtenstein,48.2400374,9.5518323,533
TGEH,Gerhausen,48.3997725,9.8057096,515
EOHT,Oberhausen-Holten,51.5344459,6.8106761,32
THT,Herbertingen,48.0636721,9.4141131,544
MTSK,Traunstein Klinikum,47.8747434,12.6334948,609
TAM S,Amstetten (Württ) Alb-Bähnle,48.5781658,9.8725574,580
TAM M,Amstetten (Württ) Lokalbahn,48.5778711,9.874002,580
BTHR,Thyrow,52.2470759,13.2599028,39
WPOE,Pölchow,54.0110874,12.1210378,13
HLUM,Luttum,52.894408,9.2919695,17
HHVB,Hohenaverbergen,52.888754,9.3061546,20
NASU,Aschaffenburg Süd,49.9680651,9.1514173,137
MGND,Gendorf,48.1812853,12.7204547,430
MAHB,Althegnenberg,48.2367855,11.0617769,533
MHMR,Haspelmoor,48.2232685,11.0982923,545
EFEL,Feldhausen,51.614675,6.9733665,57
KRAO,Ratingen Ost,51.2953,6.863633,66
HM,Minden (Westf),52.2905618,8.9344598,45
FNV,Vellmar-Niedervellmar,51.3513068,9.4777254,179
EKSO,Königsstollen,50.7762858,7.935318,242
NPOE,Pösing,49.2291841,12.5425762,368
ERES,Recklinghausen Süd,51.5620864,7.1955216,49
KSV,Solingen Vogelpark,51.1665729,6.9922687,95
SKLP,Kaiserslautern Pfaffwerk,49.4348001,7.7512211,244
KKOH,Kottenheim,50.348811,7.2489536,244
KTH,Thür,50.3587683,7.2770812,210
MUWB,Unterwurmbach,49.1062023,10.7313827,427
KKAB,Kalenborn,50.6156112,7.3127204,359
DSTG,A.-Gegenthrum-Stolln,50.5458145,13.1371415,573
NFUE,Fürsteneck,48.7184097,13.4699235,371
AHPS,Hochkamp,53.5616623,9.8415269,37
AMA,Maschen,53.4033627,10.0662668,5
KKEV,Kevelaer,51.5811529,6.2520337,23
AWL,Wedel,53.5821511,9.7054108,6
WHL,Hagenow Land,53.4134275,11.2153217,21
MAHZH,Augsburg-Hochzoll,48.3526598,10.9434255,488
SEE,Ediger-Eller,50.1051221,7.1398433,167
HHIS,Hiddenhausen-Schweicheln,52.1585358,8.6682967,71
SBE,Beckingen (Saar),49.3868327,6.6901719,210
ESZK,Salzkotten,51.673062,8.6009134,100
TSER,Sersheim,48.9588042,9.0184051,236
REP,Eppingen,49.1360608,8.914743,189
HVWH,Vernawahlshausen,51.6294153,9.6137921,142
MOMN,Oberottmarshausen,48.2359998,10.8517636,534
EGNO,Grünebach Ort,50.7771174,7.9022242,218
FBBH,Birkenbringhausen,51.0228653,8.7451905,327
HSTU,Stuhr,53.0266664,8.7473363,5
KBB,Bonn-Beuel,50.7385235,7.1276816,59
DHUN,Hundsgrün,50.3661019,12.2116338,423
FNDH,Niederheimbach,50.03634,7.8050811,76
HWA,Westanleger,53.7746148,7.8670506,-2
FFL,Ludwigsau-Friedlos,50.8971806,9.743686,201
SCN,Contwig,49.245306,7.4278733,232
SOU,Olsbrücken,49.538042,7.6528369,204
FHER,Hergershausen,49.9367187,8.9165386,133
DWSB,Wiesenburg,50.6525377,12.5668818,289
KROI,Roisdorf,50.7532001,7.0160622,59
ELUE,Lünen Hbf,51.6170577,7.529423,58
ENDV,Niederhövels,50.7863273,7.7885928,168
KAU,Au (Sieg),50.7737652,7.6566394,149
KLS,Leverkusen-Manfort,51.0312322,7.0152723,50
DWD,Wüstenbrand,50.8054882,12.7564858,380
DCM,Chemnitz Mitte,50.8263826,12.9151296,312
SHT,Hüttingen an der Kyll,49.9672523,6.5853644,219
MGHF,Gersthofen,48.4231533,10.8612305,470
ALJK,Lütjenkamp,53.5388229,9.4527365,17
RSL,Söllingen (Pfinztal),48.9880713,8.5431471,139
DWSN,Weesenstein,50.9364159,13.8628948,170
RBBC,Bauerbach,49.0738979,8.7481914,210
RGOI,Gölshausen Industriegebiet,49.0518885,8.7399165,225
RKBA,Kleinsteinbach,48.9668154,8.5548251,156
NNAE,Neubäu,49.2397321,12.4365063,390
BCSO,Cottbus-Sandow - Chóśebuz-Žandow,51.7550881,14.3535167,72
RDRN,Dogern,47.6090582,8.167772,326
NSY,Schney,50.1662343,11.0737515,282
NBMS,Bettmannsäge,48.9976181,13.1863298,551
SUG,Ürzig (DB),49.9956977,7.0045831,179
SSMT,Salmtal,49.9217895,6.8395515,169
SJF,Saarbrücken-Jägersfreude,49.265926,7.0053037,241
SLN,Langenlonsheim,49.9014709,7.8997769,95
SLAU,Laubenheim (Nahe),49.9187354,7.8972445,103
THDV,Heidenheim Voithwerk,48.6693587,10.156016,489
THDM,Heidenheim-Mergelstetten,48.6532126,10.1609252,482
SBDS,Bildstock,49.3371603,7.0941254,312
RGL,Geisingen-Leipferdingen,47.8691746,8.6546955,684
RGHF,Grimmelshofen,47.7880259,8.5055102,560
KBP,Köln Airport-Businesspark,50.9102443,7.0447205,51
SWRR,Wemmetsweiler Rathaus,49.3695273,7.0861684,315
MGRI,Griesen (Oberbay),47.4781927,10.946117,819
MKZ,Kreuzstraße,47.9171236,11.7594933,627
WLA,Laage (Meckl),53.9194744,12.3395388,15
WKRP,Kronskamp,53.9335684,12.3153024,27
WKV,Kavelstorf,54.0073478,12.1973313,39
WNRR,Neuruppin Rheinsberger Tor,52.9298674,12.8102845,45
UKPR,Krölpa-Ranis,50.6770516,11.5434762,257
FONN,Oberneisen,50.3248254,8.0698783,136
NCN,Coburg Nord,50.2715399,10.9649355,300
UPSU,Pößneck unterer Bahnhof,50.7004724,11.606906,206
WLAK,Lancken,54.5179867,13.6080148,68
HAUR,Aurich,53.4755689,7.469235,6
HHUD,Hude,53.1093563,8.4613543,12
FMIB,Michelbach,50.232427,8.0551702,195
FKET,Kettenbach,50.2458159,8.066308,180
FZO,Zollhaus (Nass),50.2891172,8.0619982,164
FHNS,Hahnstätten,50.308897,8.0665568,150
FFLA,Flacht,50.345131,8.0545398,126
FRU,Rückershausen,50.2613424,8.0541524,178
BZOS,Zoologischer Garten,52.5071378,13.331868,37
JE,Jestetten,47.654418,8.5735004,446
LOT,Lottstetten,47.625672,8.5667782,449
FMBB,Melsungen-Bartenwetzerbrücke,51.1323329,9.5484144,175
WGI,Grimmen,54.1100218,13.0340847,10
TRM,Rammingen (Württ),48.5124141,10.1909194,461
NTFB,Tiefenbach (b Passau),48.6150137,13.4230613,401
BSCH,Schönwalde (Spreewald),51.9915038,13.7767357,56
